CustomerID,Age,Gender,Tenure_Months,Contract_Type,Monthly_Charge,Total_Charges,Num_Support_Tickets,Avg_Monthly_Usage_Hrs,Num_Referrals,Has_Premium_Support,Has_Online_Backup,Payment_Method,Churned
CUST-00275,57,Female,20,Month-to-Month,108.86,2110.04,1,85.9,0,0,1,Digital Wallet,1
CUST-00276,56,Female,41,One-Year,68.38,2761.05,4,280.6,0,0,1,Cash,0
CUST-00277,35,Male,46,Month-to-Month,92.84,4245.48,1,207.4,0,1,1,Digital Wallet,0
CUST-00278,57,Male,12,Two-Year,51.65,677.92,1,66.6,4,1,0,Digital Wallet,0
CUST-00279,18,Male,70,Month-to-Month,54.22,3838.44,3,184.6,1,0,0,Cash,0
CUST-00280,28,Male,17,Month-to-Month,39.45,648.15,3,261.2,1,1,0,Credit Card,0
CUST-00281,45,Male,19,One-Year,76.19,1427.05,1,209.0,0,1,1,Digital Wallet,0
CUST-00282,42,Female,26,Two-Year,51.46,1387.53,1,73.8,1,1,0,Bank Transfer,0
CUST-00283,67,Female,48,Month-to-Month,28.44,1378.49,0,194.8,1,0,1,Bank Transfer,0
CUST-00284,40,Female,52,Month-to-Month,88.5,4614.67,2,185.9,1,1,1,Bank Transfer,0
CUST-00285,48,Female,70,Two-Year,90.78,6319.43,0,246.3,0,1,1,Credit Card,0
CUST-00286,47,Male,55,Month-to-Month,56.0,3073.83,2,53.9,1,0,0,Credit Card,0
CUST-00287,59,Male,33,Two-Year,27.67,913.32,0,210.0,3,0,1,Credit Card,0
CUST-00288,52,Male,62,Month-to-Month,62.63,3878.5,0,8.7,0,0,1,Credit Card,1
CUST-00289,24,Male,23,One-Year,64.23,1513.99,2,209.0,3,0,1,Credit Card,0
CUST-00290,33,Male,15,One-Year,86.87,1341.32,1,288.2,1,1,0,Digital Wallet,0
CUST-00291,43,Female,27,Month-to-Month,51.54,1345.63,2,52.7,2,1,0,Credit Card,0
CUST-00292,65,Male,64,Two-Year,88.26,5623.63,2,93.7,0,1,1,Bank Transfer,0
CUST-00293,69,Female,51,Month-to-Month,107.15,5430.28,2,175.1,1,0,0,Digital Wallet,1
CUST-00294,66,Female,53,Month-to-Month,43.75,2388.18,3,219.9,0,0,1,Credit Card,0
CUST-00295,19,Female,51,One-Year,117.89,6125.06,1,103.6,0,0,1,Cash,0
CUST-00296,18,Female,47,Month-to-Month,58.64,2732.9,2,199.4,0,1,1,Cash,0
CUST-00297,65,Male,4,One-Year,46.73,178.57,2,269.8,0,0,0,Credit Card,0
CUST-00298,29,Female,7,Month-to-Month,62.15,477.17,1,218.1,3,0,1,Cash,1
CUST-00299,22,Female,35,Month-to-Month,29.44,995.04,2,213.5,0,0,0,Digital Wallet,0
CUST-00300,54,Female,48,Month-to-Month,32.57,1606.61,1,114.9,3,0,0,Credit Card,0
CUST-00301,49,Male,45,Month-to-Month,61.44,2763.76,3,273.5,2,0,0,Digital Wallet,0
CUST-00302,26,Male,19,Month-to-Month,96.24,1741.37,2,83.6,0,0,1,Digital Wallet,1
CUST-00303,58,Male,63,One-Year,110.03,6866.87,2,62.0,2,1,1,Digital Wallet,0
CUST-00304,52,Female,38,Two-Year,86.48,3269.35,2,109.6,0,0,0,Digital Wallet,0
CUST-00305,36,Female,67,Two-Year,30.52,2105.99,1,195.2,0,1,0,Credit Card,1
CUST-00306,65,Male,59,Month-to-Month,87.2,5100.17,0,258.6,2,0,1,Cash,0
CUST-00307,33,Female,69,Month-to-Month,83.54,5737.55,1,40.1,0,1,1,Cash,0
CUST-00308,20,Male,13,Month-to-Month,100.58,1318.1,4,244.2,1,0,1,Digital Wallet,1
CUST-00309,37,Male,47,Month-to-Month,102.52,4735.0,1,243.9,1,1,1,Credit Card,0
CUST-00310,41,Female,61,One-Year,106.82,6530.95,1,176.3,2,1,1,Bank Transfer,1
CUST-00311,50,Female,31,Month-to-Month,61.41,1826.52,1,228.3,3,0,0,Digital Wallet,0
CUST-00312,41,Female,22,Month-to-Month,89.79,2003.74,0,55.0,1,1,0,Cash,0
CUST-00313,69,Female,43,Two-Year,46.83,1973.25,0,51.3,0,0,1,Cash,1
CUST-00314,28,Male,67,Month-to-Month,119.93,7988.21,3,258.9,1,1,1,Cash,0
CUST-00315,66,Male,54,Month-to-Month,37.53,2040.26,0,149.7,1,0,0,Bank Transfer,0
CUST-00316,25,Male,10,Month-to-Month,21.01,249.8,1,74.2,2,1,1,Cash,0
CUST-00317,53,Male,42,Month-to-Month,34.88,1483.77,1,206.8,1,1,0,Credit Card,0
CUST-00318,55,Male,64,Two-Year,97.59,6256.14,2,267.6,0,0,1,Bank Transfer,0
CUST-00319,57,Female,21,Month-to-Month,64.68,1369.37,1,189.9,0,0,1,Credit Card,0
CUST-00320,37,Male,66,Month-to-Month,64.75,4292.62,2,104.5,1,1,0,Cash,0
CUST-00321,52,Male,41,Month-to-Month,115.5,4757.9,1,145.2,2,1,0,Cash,1
CUST-00322,65,Male,24,Month-to-Month,111.96,2667.33,0,225.8,1,1,0,Credit Card,0
CUST-00323,42,Female,35,Month-to-Month,51.12,1821.93,0,20.7,2,0,1,Bank Transfer,0
CUST-00324,52,Female,56,Two-Year,40.91,2251.05,2,65.5,1,0,1,Cash,0
CUST-00325,42,Female,30,Two-Year,104.85,3200.07,3,139.0,0,0,1,Bank Transfer,0
CUST-00326,46,Female,57,One-Year,110.6,6343.32,2,181.5,1,0,0,Bank Transfer,0
CUST-00327,35,Male,47,Month-to-Month,74.16,3594.57,0,102.1,1,0,0,Bank Transfer,0
CUST-00328,63,Male,35,Two-Year,82.94,2928.59,0,89.9,2,0,0,Digital Wallet,0
CUST-00329,35,Female,19,One-Year,45.69,913.56,3,12.9,2,0,0,Cash,0
CUST-00330,19,Female,8,Month-to-Month,100.08,722.61,3,10.3,0,0,0,Bank Transfer,0
CUST-00331,52,Male,26,One-Year,83.21,2210.54,1,84.0,0,0,0,Credit Card,0
CUST-00332,33,Male,71,Month-to-Month,70.35,5053.67,2,159.4,0,1,0,Credit Card,0
CUST-00333,58,Female,30,Month-to-Month,26.01,855.54,1,167.1,0,0,1,Credit Card,0
CUST-00334,53,Female,7,One-Year,111.59,787.15,1,148.5,2,0,1,Bank Transfer,0
CUST-00335,50,Female,67,Month-to-Month,81.55,5446.76,2,123.3,0,0,0,Cash,0
CUST-00336,21,Female,65,One-Year,39.27,2498.07,2,76.1,0,0,1,Digital Wallet,0
CUST-00337,50,Male,36,Month-to-Month,80.64,2853.14,4,120.5,1,1,0,Cash,0
CUST-00338,31,Male,25,Two-Year,87.75,2192.47,3,42.1,1,0,0,Cash,0
CUST-00339,38,Male,37,Two-Year,72.58,2597.89,2,35.0,1,1,1,Bank Transfer,0
CUST-00340,65,Female,1,Two-Year,91.81,53.4,1,90.3,0,0,0,Bank Transfer,1
CUST-00341,37,Female,15,Month-to-Month,78.15,1176.73,3,298.6,0,1,0,Digital Wallet,0
CUST-00342,25,Male,37,Month-to-Month,114.78,4250.22,0,98.3,0,0,0,Credit Card,1
CUST-00343,24,Male,13,Month-to-Month,25.37,281.34,3,281.0,1,0,0,Digital Wallet,0
CUST-00344,20,Male,8,Month-to-Month,30.62,183.27,1,118.0,0,1,1,Bank Transfer,1
CUST-00345,34,Male,5,Month-to-Month,37.37,132.62,0,132.0,1,0,0,Digital Wallet,0
CUST-00346,50,Female,60,One-Year,89.02,5330.16,2,239.2,0,1,0,Bank Transfer,0
CUST-00347,65,Male,1,One-Year,84.56,191.05,1,28.5,2,0,1,Credit Card,0
CUST-00348,29,Male,36,Two-Year,109.21,3984.58,0,55.1,2,1,0,Digital Wallet,0
CUST-00349,68,Male,35,Month-to-Month,93.29,3275.86,0,292.2,1,1,0,Bank Transfer,0
CUST-00350,39,Male,66,Month-to-Month,70.84,4703.13,1,152.0,2,1,1,Credit Card,0
CUST-00351,39,Male,63,Month-to-Month,119.18,7559.13,1,13.8,1,0,0,Digital Wallet,0
CUST-00352,63,Male,23,Two-Year,46.61,1105.81,1,14.7,0,0,1,Credit Card,0
CUST-00353,47,Male,9,One-Year,103.32,914.47,3,272.2,0,1,1,Cash,0
CUST-00354,55,Female,34,Two-Year,62.68,2088.84,1,262.1,1,1,0,Credit Card,0
CUST-00355,55,Female,46,Two-Year,84.87,3897.76,0,137.8,0,0,0,Digital Wallet,0
CUST-00356,62,Female,4,One-Year,92.73,421.13,2,49.4,3,0,0,Bank Transfer,0
CUST-00357,68,Female,30,Month-to-Month,83.38,2487.88,3,249.2,2,0,1,Credit Card,0
CUST-00358,25,Male,3,Month-to-Month,34.05,46.92,1,97.7,0,1,0,Bank Transfer,0
CUST-00359,44,Female,14,One-Year,64.3,814.03,3,126.0,2,0,1,Digital Wallet,0
CUST-00360,44,Female,60,Month-to-Month,76.14,4562.35,1,204.9,0,0,1,Credit Card,0
CUST-00361,51,Male,45,Month-to-Month,104.9,4669.22,3,106.3,1,1,1,Credit Card,1
CUST-00362,38,Male,34,Two-Year,64.36,2166.41,1,188.8,0,1,1,Digital Wallet,0
CUST-00363,47,Female,45,Two-Year,111.87,5106.96,4,265.6,1,1,1,Credit Card,0
CUST-00364,50,Female,61,One-Year,64.04,3903.75,2,239.3,2,0,1,Digital Wallet,0
CUST-00365,45,Male,16,One-Year,74.88,1160.56,2,114.8,1,0,0,Digital Wallet,0
CUST-00366,64,Female,66,One-Year,99.63,6591.02,3,86.7,0,1,1,Credit Card,0
CUST-00367,50,Male,40,Month-to-Month,78.31,3228.45,1,86.0,1,1,1,Bank Transfer,0
CUST-00368,22,Male,17,Month-to-Month,116.02,1966.31,1,104.9,0,1,0,Bank Transfer,0
CUST-00369,65,Male,34,One-Year,86.03,2807.24,1,148.3,1,1,0,Digital Wallet,0
CUST-00370,36,Male,16,One-Year,72.27,1188.82,3,125.3,0,0,1,Credit Card,0
CUST-00371,21,Female,60,Month-to-Month,22.36,1358.92,1,40.3,0,1,0,Bank Transfer,0
CUST-00372,52,Male,66,Two-Year,61.37,4054.93,1,49.5,1,0,0,Credit Card,0
CUST-00373,66,Male,66,Month-to-Month,49.92,3283.76,4,103.2,0,0,0,Credit Card,0
CUST-00374,34,Female,13,Month-to-Month,94.81,1192.17,1,168.8,0,1,1,Bank Transfer,1
CUST-00375,61,Male,56,One-Year,40.83,2362.23,0,178.0,0,0,0,Credit Card,0
CUST-00376,45,Female,31,Month-to-Month,40.52,1164.2,2,146.1,1,0,1,Credit Card,0
CUST-00377,47,Female,34,Month-to-Month,38.95,1308.85,2,221.8,1,0,0,Credit Card,0
CUST-00378,46,Female,39,Month-to-Month,32.56,1253.22,3,221.3,0,0,0,Credit Card,0
CUST-00379,63,Male,67,One-Year,51.1,3466.37,1,128.6,0,1,0,Credit Card,0
CUST-00380,23,Female,8,Month-to-Month,108.59,930.5,2,37.8,0,1,1,Credit Card,1
CUST-00381,52,Female,55,One-Year,97.49,5350.61,1,159.3,0,0,1,Credit Card,0
CUST-00382,58,Male,27,One-Year,93.53,2534.96,1,114.7,0,0,1,Digital Wallet,0
CUST-00383,54,Female,53,Month-to-Month,99.73,5299.59,1,41.8,0,0,1,Credit Card,0
CUST-00384,41,Female,39,Two-Year,46.94,1883.33,1,294.6,1,0,0,Digital Wallet,0
CUST-00385,46,Female,65,Month-to-Month,108.74,7119.74,2,111.2,0,1,1,Bank Transfer,0
CUST-00386,66,Female,17,Two-Year,33.73,546.49,2,187.9,0,0,0,Digital Wallet,0
CUST-00387,63,Female,30,One-Year,53.63,1630.8,1,147.3,0,1,0,Credit Card,0
CUST-00388,48,Male,53,Two-Year,78.67,4188.67,2,43.3,1,0,1,Cash,0
CUST-00389,52,Female,13,Month-to-Month,30.29,387.97,3,17.1,0,0,1,Digital Wallet,0
CUST-00390,50,Female,21,Month-to-Month,93.01,1971.9,0,187.9,0,0,0,Credit Card,0
CUST-00391,69,Male,19,Month-to-Month,58.72,1116.69,1,74.5,0,0,1,Credit Card,0
CUST-00392,38,Male,53,Month-to-Month,98.44,5225.21,0,73.5,2,1,1,Digital Wallet,0
CUST-00393,49,Male,19,One-Year,69.29,1248.71,3,287.1,1,0,0,Cash,0
CUST-00394,40,Female,57,Month-to-Month,38.09,2125.23,5,138.8,0,0,0,Bank Transfer,0
CUST-00395,50,Male,25,One-Year,93.48,2377.89,0,9.3,0,1,1,Bank Transfer,0
CUST-00396,20,Female,31,Month-to-Month,45.21,1340.98,2,102.3,1,0,1,Credit Card,0
CUST-00397,35,Female,55,Month-to-Month,69.08,3822.91,0,175.6,1,0,0,Bank Transfer,0
CUST-00398,42,Male,23,One-Year,27.55,629.58,3,98.9,0,1,1,Credit Card,0
CUST-00399,59,Male,32,Month-to-Month,81.79,2668.81,2,8.5,3,0,1,Bank Transfer,0
CUST-00400,48,Female,62,One-Year,86.59,5401.02,0,133.6,0,1,0,Credit Card,0
CUST-00401,20,Male,10,One-Year,57.87,556.04,3,32.2,0,0,1,Credit Card,1
CUST-00402,57,Female,54,Two-Year,115.44,6222.6,0,185.9,0,0,0,Digital Wallet,0
CUST-00403,63,Male,52,Month-to-Month,107.42,5486.56,2,186.1,0,0,1,Digital Wallet,0
CUST-00404,41,Male,20,One-Year,90.79,1809.28,0,11.8,3,0,1,Credit Card,0
CUST-00405,67,Male,32,Two-Year,91.37,2860.33,4,87.6,2,0,1,Cash,0
CUST-00406,49,Female,14,One-Year,45.24,622.42,3,124.4,0,0,1,Credit Card,0
CUST-00407,64,Male,50,Month-to-Month,85.68,4252.1,1,165.3,1,1,1,Bank Transfer,0
CUST-00408,39,Female,28,One-Year,39.82,1071.13,1,89.2,1,1,1,Digital Wallet,0
CUST-00409,40,Female,53,One-Year,34.4,1882.59,1,86.7,0,0,0,Digital Wallet,0
CUST-00410,19,Female,24,One-Year,119.95,2814.99,0,294.9,1,0,1,Cash,0
CUST-00411,44,Female,22,Month-to-Month,82.24,1761.13,0,13.0,1,0,0,Credit Card,0
CUST-00412,59,Male,30,Month-to-Month,63.1,1858.09,2,296.7,2,1,0,Credit Card,0
CUST-00413,19,Female,63,Two-Year,48.82,3051.6,2,14.8,0,0,1,Digital Wallet,0
CUST-00414,43,Female,4,Month-to-Month,80.39,277.72,2,86.9,1,0,0,Credit Card,0
CUST-00415,34,Male,59,One-Year,24.96,1454.68,0,148.4,0,0,0,Credit Card,0
CUST-00416,57,Female,8,Month-to-Month,29.47,250.87,0,43.4,0,1,1,Bank Transfer,0
CUST-00417,50,Male,12,One-Year,23.29,312.97,1,40.9,1,0,0,Bank Transfer,0
CUST-00418,26,Female,31,Month-to-Month,69.92,2198.59,1,77.3,0,0,1,Bank Transfer,0
CUST-00419,60,Male,34,Month-to-Month,80.06,2626.63,0,292.1,2,0,0,Credit Card,0
CUST-00420,65,Female,49,Two-Year,26.25,1305.26,4,114.3,1,1,1,Credit Card,0
CUST-00421,56,Male,57,Two-Year,92.12,5272.93,2,170.0,0,1,0,Credit Card,0
CUST-00422,46,Female,26,One-Year,43.04,1085.92,1,211.4,0,1,1,Bank Transfer,0
CUST-00423,59,Female,18,Month-to-Month,88.52,1676.74,1,222.8,0,1,0,Credit Card,1
CUST-00424,43,Male,38,One-Year,118.19,4545.6,1,206.6,2,0,1,Cash,0
CUST-00425,52,Male,50,One-Year,89.11,4446.35,0,101.4,0,0,0,Credit Card,0
CUST-00426,67,Male,8,One-Year,108.32,836.76,0,34.0,1,1,0,Cash,0
CUST-00427,42,Male,41,Month-to-Month,114.82,4790.19,0,84.9,0,0,0,Bank Transfer,0
CUST-00428,41,Female,6,One-Year,68.68,411.13,1,63.5,2,0,1,Credit Card,1
CUST-00429,30,Female,69,One-Year,90.23,6230.12,0,41.3,1,1,1,Credit Card,0
CUST-00430,24,Male,44,Two-Year,105.2,4632.42,4,7.8,1,1,0,Credit Card,0
CUST-00431,53,Female,64,Month-to-Month,55.66,3677.4,0,280.7,1,1,1,Bank Transfer,0
CUST-00432,62,Male,29,One-Year,46.14,1327.23,1,276.3,0,1,1,Bank Transfer,0
CUST-00433,37,Male,28,One-Year,114.66,3209.3,2,15.6,0,0,0,Digital Wallet,0
CUST-00434,18,Female,11,Month-to-Month,92.63,977.38,2,52.3,0,1,0,Bank Transfer,0
CUST-00435,25,Female,65,Month-to-Month,41.97,2708.58,2,42.3,2,0,0,Digital Wallet,0
CUST-00436,63,Female,19,Month-to-Month,64.91,1181.72,1,84.7,1,1,0,Digital Wallet,0
CUST-00437,33,Female,9,Month-to-Month,99.65,856.31,4,61.6,0,0,0,Credit Card,1
CUST-00438,31,Female,27,Month-to-Month,74.71,1926.67,3,283.8,0,0,0,Digital Wallet,0
CUST-00439,29,Female,34,One-Year,85.0,2934.08,0,25.7,0,1,0,Digital Wallet,0
CUST-00440,68,Female,44,One-Year,95.38,4204.56,1,63.9,0,0,1,Cash,0
CUST-00441,40,Male,68,One-Year,82.2,5601.56,1,24.7,1,1,1,Credit Card,0
CUST-00442,32,Male,15,Two-Year,74.01,1107.53,1,294.1,2,0,1,Digital Wallet,0
CUST-00443,45,Male,51,Month-to-Month,94.96,4846.55,4,275.6,1,0,1,Cash,1
CUST-00444,51,Male,13,Month-to-Month,92.76,1286.84,0,215.1,0,0,0,Digital Wallet,0
CUST-00445,19,Male,49,One-Year,82.99,4028.07,4,128.1,0,0,0,Bank Transfer,0
CUST-00446,49,Female,70,Month-to-Month,55.98,3932.52,0,57.5,0,0,0,Cash,0
CUST-00447,40,Male,56,Month-to-Month,60.58,3406.13,2,66.8,2,0,1,Cash,0
CUST-00448,39,Male,51,Month-to-Month,117.04,6026.14,1,133.2,0,1,1,Digital Wallet,1
CUST-00449,68,Male,37,Month-to-Month,31.24,1177.81,1,230.6,0,0,0,Bank Transfer,0
CUST-00450,42,Male,17,Two-Year,46.85,820.9,3,79.8,1,0,0,Digital Wallet,0
CUST-00451,39,Male,58,Month-to-Month,69.24,3953.01,1,93.6,1,1,1,Credit Card,0
CUST-00452,39,Male,29,Month-to-Month,103.67,2965.98,2,180.2,0,0,1,Credit Card,0
CUST-00453,66,Male,33,Month-to-Month,36.37,1141.87,0,71.7,1,0,0,Cash,1
CUST-00454,69,Female,60,One-Year,47.7,2738.21,0,175.5,1,1,0,Digital Wallet,0
CUST-00455,59,Female,55,Month-to-Month,26.58,1481.76,1,116.4,0,1,1,Cash,0
CUST-00456,23,Male,10,One-Year,90.6,892.92,4,10.8,2,1,0,Bank Transfer,0
CUST-00457,32,Female,47,Month-to-Month,43.82,2079.49,4,121.1,0,1,1,Bank Transfer,0
CUST-00458,60,Female,23,Month-to-Month,58.87,1355.78,1,275.9,1,0,1,Cash,0
CUST-00459,54,Female,21,One-Year,64.37,1363.79,1,88.3,0,1,1,Credit Card,0
CUST-00460,50,Female,13,Month-to-Month,109.13,1485.6,1,97.2,0,1,0,Digital Wallet,0
CUST-00461,25,Male,33,Month-to-Month,61.13,2017.65,3,20.2,2,1,0,Bank Transfer,0
CUST-00462,61,Female,24,Month-to-Month,34.52,861.93,0,184.7,0,0,0,Credit Card,0
CUST-00463,61,Female,11,Two-Year,72.43,781.62,0,254.8,0,1,1,Credit Card,0
CUST-00464,22,Female,17,Month-to-Month,116.3,2018.34,2,106.2,0,0,1,Bank Transfer,0
CUST-00465,56,Male,68,One-Year,80.77,5430.38,3,72.5,1,1,1,Bank Transfer,0
CUST-00466,21,Male,47,Month-to-Month,118.34,5470.1,0,287.0,2,0,0,Credit Card,0
CUST-00467,23,Male,25,Month-to-Month,104.11,2708.08,1,223.6,0,1,1,Bank Transfer,0
CUST-00468,62,Male,21,Month-to-Month,23.6,587.42,1,170.4,1,0,0,Digital Wallet,0
CUST-00469,49,Male,12,Two-Year,85.84,932.8,0,92.0,2,0,0,Digital Wallet,0
CUST-00470,69,Male,37,Month-to-Month,48.68,1799.35,4,66.6,0,1,0,Credit Card,0
CUST-00471,47,Male,42,Month-to-Month,75.96,3197.82,0,214.9,0,0,0,Digital Wallet,0
CUST-00472,64,Female,17,Month-to-Month,47.93,850.96,0,156.8,2,1,1,Credit Card,0
CUST-00473,52,Female,48,Month-to-Month,54.89,2721.68,1,156.4,0,0,0,Credit Card,0
CUST-00474,57,Female,28,Month-to-Month,112.32,3091.89,0,22.6,1,1,0,Credit Card,0
CUST-00475,69,Male,41,One-Year,40.66,1616.68,1,153.9,0,0,0,Digital Wallet,0
CUST-00476,33,Male,47,Month-to-Month,107.41,5048.21,1,246.9,1,0,0,Credit Card,0
CUST-00477,30,Male,18,Month-to-Month,23.05,366.72,1,284.1,1,0,0,Credit Card,1
CUST-00478,67,Male,71,One-Year,29.09,1929.68,1,32.5,1,1,1,Credit Card,0
CUST-00479,59,Male,13,Month-to-Month,105.47,1359.75,2,189.5,0,1,1,Cash,0
CUST-00480,47,Female,13,Month-to-Month,83.06,1122.66,2,170.7,1,0,0,Cash,0
CUST-00481,36,Female,31,Month-to-Month,94.72,2935.3,0,267.1,1,0,1,Credit Card,0
CUST-00482,34,Male,2,One-Year,40.94,113.08,0,225.5,0,0,0,Credit Card,0
CUST-00483,36,Male,16,Month-to-Month,73.71,1203.41,0,289.6,0,1,0,Cash,0
CUST-00484,45,Male,9,Month-to-Month,93.72,792.13,0,288.0,1,1,1,Credit Card,1
CUST-00485,43,Male,38,Month-to-Month,82.73,3147.14,4,68.1,1,0,0,Credit Card,0
CUST-00486,54,Female,54,One-Year,67.17,3550.92,1,217.7,2,0,0,Credit Card,0
CUST-00487,43,Male,56,Month-to-Month,115.98,6469.28,2,159.4,0,0,0,Cash,0
CUST-00488,40,Male,45,One-Year,87.62,3945.42,1,64.8,0,1,0,Digital Wallet,0
CUST-00489,26,Male,34,Two-Year,110.78,3766.46,0,58.9,0,0,0,Credit Card,0
CUST-00490,29,Male,9,One-Year,92.98,772.27,2,24.8,0,1,0,Credit Card,0
CUST-00491,18,Female,8,Month-to-Month,93.55,693.95,1,238.8,1,0,0,Cash,1
CUST-00492,18,Male,7,Month-to-Month,28.0,210.55,0,97.7,0,0,1,Bank Transfer,0
CUST-00493,64,Male,36,Month-to-Month,55.95,2055.57,2,257.2,1,0,0,Bank Transfer,0
CUST-00494,51,Female,18,Month-to-Month,105.84,1894.77,2,182.7,0,1,0,Credit Card,0
CUST-00495,49,Female,3,Month-to-Month,43.26,116.93,0,202.3,2,1,0,Digital Wallet,0
CUST-00496,65,Female,28,One-Year,31.55,929.96,1,87.9,0,0,1,Credit Card,0
CUST-00497,42,Male,70,Month-to-Month,52.61,3644.1,2,137.5,0,0,0,Digital Wallet,0
CUST-00498,57,Male,44,Month-to-Month,42.04,1936.11,0,124.0,0,0,1,Credit Card,0
CUST-00499,62,Female,21,One-Year,112.53,2295.87,1,71.1,2,1,0,Credit Card,0
CUST-00500,18,Female,28,One-Year,106.8,3042.82,3,249.8,1,1,1,Bank Transfer,0
CUST-00501,33,Female,54,Month-to-Month,69.97,3805.34,5,186.8,1,0,0,Digital Wallet,0
CUST-00502,56,Female,54,Two-Year,26.13,1531.53,2,11.7,0,0,0,Bank Transfer,1
CUST-00503,22,Female,65,Month-to-Month,91.46,5888.84,0,246.1,0,1,0,Credit Card,0
CUST-00504,39,Female,21,One-Year,82.34,1612.44,1,32.3,0,1,1,Bank Transfer,0
CUST-00505,46,Male,13,One-Year,117.06,1584.25,2,121.4,2,0,1,Digital Wallet,0
CUST-00506,20,Male,57,One-Year,75.9,4252.73,2,171.6,1,0,0,Digital Wallet,0
CUST-00507,29,Male,49,One-Year,53.64,2659.15,3,2.8,2,1,0,Bank Transfer,0
CUST-00508,43,Female,54,Month-to-Month,71.9,3941.71,2,196.0,0,0,1,Credit Card,0
CUST-00509,33,Female,10,Month-to-Month,117.93,1198.29,3,198.1,1,0,1,Bank Transfer,1
CUST-00510,68,Female,53,One-Year,89.64,4762.53,4,195.9,1,0,1,Credit Card,0
CUST-00511,54,Female,44,Month-to-Month,87.2,3856.85,2,49.5,1,0,1,Cash,1
CUST-00512,39,Female,47,Two-Year,44.07,2113.16,0,77.1,0,0,0,Bank Transfer,0
CUST-00513,46,Female,53,Month-to-Month,94.36,5030.43,1,74.6,0,1,0,Bank Transfer,0
CUST-00514,31,Male,46,Month-to-Month,95.03,4310.55,0,288.0,0,0,1,Credit Card,0
CUST-00515,45,Male,13,Month-to-Month,51.73,763.74,0,20.7,1,0,1,Credit Card,0
CUST-00516,22,Female,37,Month-to-Month,68.37,2532.25,1,128.9,0,0,1,Bank Transfer,0
CUST-00517,64,Male,24,One-Year,49.46,1212.96,2,261.4,1,0,1,Credit Card,0
CUST-00518,66,Female,2,One-Year,45.87,127.29,1,231.0,2,1,1,Cash,0
CUST-00519,47,Male,14,One-Year,22.59,374.06,3,246.8,2,1,1,Bank Transfer,0
CUST-00520,63,Female,10,Two-Year,48.52,537.81,3,291.7,1,0,1,Credit Card,0
CUST-00521,69,Female,35,Two-Year,75.4,2645.59,2,116.5,0,1,1,Credit Card,0
CUST-00522,22,Male,25,Two-Year,20.16,507.37,0,93.2,2,0,0,Digital Wallet,0
CUST-00523,29,Male,3,Month-to-Month,48.32,165.39,3,9.7,0,0,1,Credit Card,1
CUST-00524,33,Female,17,One-Year,108.14,1893.38,1,45.4,3,0,1,Bank Transfer,0
CUST-00525,43,Female,12,Month-to-Month,79.36,896.69,3,168.8,2,0,0,Bank Transfer,0
CUST-00526,43,Male,54,Month-to-Month,80.79,4394.86,3,47.7,1,0,1,Credit Card,1
CUST-00527,65,Male,24,One-Year,60.34,1403.84,2,221.0,0,0,0,Digital Wallet,0
CUST-00528,38,Female,29,Month-to-Month,87.65,2634.41,1,11.7,2,0,1,Digital Wallet,0
CUST-00529,56,Male,43,Month-to-Month,38.99,1694.94,2,78.2,0,0,1,Cash,1
CUST-00530,53,Female,25,Month-to-Month,101.87,2525.95,0,208.8,2,0,1,Bank Transfer,1
CUST-00531,50,Female,60,Month-to-Month,31.67,1921.64,3,77.0,2,0,1,Bank Transfer,1
CUST-00532,47,Female,65,Two-Year,85.6,5564.46,1,218.8,1,1,0,Credit Card,0
CUST-00533,54,Female,28,Month-to-Month,54.11,1507.07,1,298.8,1,1,0,Bank Transfer,0
CUST-00534,40,Male,16,Month-to-Month,94.75,1425.54,1,239.2,1,0,1,Credit Card,0
CUST-00535,27,Male,47,Month-to-Month,74.98,3472.85,5,102.9,3,0,0,Digital Wallet,1
CUST-00536,22,Male,58,Month-to-Month,65.24,3776.9,2,270.2,1,1,1,Credit Card,0
CUST-00537,53,Male,27,Two-Year,36.94,912.96,0,15.8,0,0,0,Bank Transfer,0
CUST-00538,51,Male,53,Month-to-Month,83.68,4405.68,2,217.6,0,1,1,Credit Card,0
CUST-00539,69,Male,42,One-Year,117.48,4909.17,1,7.5,3,0,0,Digital Wallet,0
CUST-00540,48,Male,59,One-Year,102.56,6012.07,1,52.8,0,0,1,Bank Transfer,0
CUST-00541,27,Female,47,Two-Year,26.0,1260.62,4,296.3,1,0,1,Bank Transfer,0
CUST-00542,36,Male,34,One-Year,57.62,1915.07,4,108.6,0,1,0,Cash,0
CUST-00543,49,Male,37,Two-Year,112.56,4169.14,1,246.2,2,1,1,Digital Wallet,0
CUST-00544,18,Female,6,Month-to-Month,70.3,404.14,3,113.1,0,1,1,Credit Card,0
CUST-00545,22,Male,7,Month-to-Month,86.21,597.53,4,252.1,3,0,1,Bank Transfer,1
CUST-00546,62,Male,25,Month-to-Month,111.26,2861.82,3,289.6,0,1,0,Bank Transfer,0
CUST-00547,21,Female,33,Two-Year,107.38,3552.52,1,130.9,1,0,1,Digital Wallet,0
CUST-00548,33,Male,55,Month-to-Month,70.18,3878.55,1,168.0,1,1,0,Digital Wallet,1
CUST-00549,41,Male,58,Month-to-Month,63.76,3659.81,2,188.8,1,0,0,Credit Card,1
CUST-00550,33,Male,7,Month-to-Month,53.97,409.1,0,280.5,1,1,1,Digital Wallet,0
